COUNTRY,SYMBOLS,YEAR,production|Copper|Mine|tonnes
Laos,LAO,2018,154948
Mauritania,MRT,2018,28138
Mexico,MEX,2018,696580
Mongolia,MNG,2018,458780
Morocco,MAR,2018,32400
Myanmar,MMR,2018,180000
Namibia,NAM,2018,15177
North Korea,PRK,2018,2000
North Macedonia,MKD,2018,8000
Pakistan,PAK,2018,12538
Panama,PAN,2018,0
Papua New Guinea,PNG,2018,96287
Peru,PER,2018,2437035
Philippines,PHL,2018,69933
Poland,POL,2018,401300
Portugal,PRT,2018,49064
Romania,ROU,2018,8722
Russia,RUS,2018,870500
Saudi Arabia,SAU,2018,57300
Serbia,SRB,2018,44100
Slovakia,SVK,2018,21
South Africa,ZAF,2018,46900
Spain,ESP,2018,187714
Sweden,SWE,2018,106142
Tajikistan,TJK,2018,3210
Tanzania,TZA,2018,38000
Turkey,TUR,2018,79600
United States,USA,2018,1220000
Uzbekistan,UZB,2018,141200
Vietnam,VNM,2018,26235
World,OWID_WRL,2018,20600000
Zambia,ZMB,2018,875848
Zimbabwe,ZWE,2018,9077
Albania,ALB,2019,3551
Argentina,ARG,2019,0
Armenia,ARM,2019,97870
Australia,AUS,2019,925157
Azerbaijan,AZE,2019,2210
Bolivia,BOL,2019,4478
Botswana,BWA,2019,0
Brazil,BRA,2019,363268
Bulgaria,BGR,2019,70927
Canada,CAN,2019,560781
Chile,CHL,2019,5787400
China,CHN,2019,1683700
Colombia,COL,2019,7641
Cyprus,CYP,2019,703
Democratic Republic of Congo,COD,2019,1420386
Dominican Republic,DOM,2019,6047
Ecuador,ECU,2019,6300
Eritrea,ERI,2019,16008
Finland,FIN,2019,32592
Georgia,GEO,2019,9547
India,IND,2019,28000
Indonesia,IDN,2019,351000
Iran,IRN,2019,310000
Kazakhstan,KAZ,2019,562100
Kyrgyzstan,KGZ,2019,7000
Laos,LAO,2019,140935
Mauritania,MRT,2019,29620
Mexico,MEX,2019,713704
Mongolia,MNG,2019,441910
Morocco,MAR,2019,30700
Myanmar,MMR,2019,219000
Namibia,NAM,2019,15743
North Korea,PRK,2019,2000
North Macedonia,MKD,2019,7100
Pakistan,PAK,2019,13049
Panama,PAN,2019,147480
Papua New Guinea,PNG,2019,99398
Peru,PER,2019,2455440
Philippines,PHL,2019,71892
Poland,POL,2019,449000
Portugal,PRT,2019,41553
Romania,ROU,2019,9200
Russia,RUS,2019,812400
Saudi Arabia,SAU,2019,67300
Serbia,SRB,2019,43550
Slovakia,SVK,2019,17
South Africa,ZAF,2019,52501
Spain,ESP,2019,170556
Sweden,SWE,2019,99332
Tajikistan,TJK,2019,2330
Tanzania,TZA,2019,17000
Turkey,TUR,2019,73500
United States,USA,2019,1260000
Uzbekistan,UZB,2019,137300
Vietnam,VNM,2019,30192
World,OWID_WRL,2019,20400000
Zambia,ZMB,2019,789942
Zimbabwe,ZWE,2019,8700
Albania,ALB,2020,3070
Argentina,ARG,2020,0
Armenia,ARM,2020,90154
Australia,AUS,2020,885000
Azerbaijan,AZE,2020,2591
Bolivia,BOL,2020,2822
Botswana,BWA,2020,0
Brazil,BRA,2020,353258
Bulgaria,BGR,2020,70176
Canada,CAN,2020,585000
Chile,CHL,2020,5730000
China,CHN,2020,1720000
Colombia,COL,2020,9356
Cyprus,CYP,2020,0
Democratic Republic of Congo,COD,2020,1600000
Dominican Republic,DOM,2020,2193
Ecuador,ECU,2020,49700
Eritrea,ERI,2020,21725
Finland,FIN,2020,35494
Georgia,GEO,2020,8031
Germany,DEU,2020,0
India,IND,2020,25810
Indonesia,IDN,2020,505000
Iran,IRN,2020,315000
Japan,JPN,2020,0
Kazakhstan,KAZ,2020,552000
Kyrgyzstan,KGZ,2020,5100
Laos,LAO,2020,88163
Mauritania,MRT,2020,28491
Mexico,MEX,2020,733000
Mongolia,MNG,2020,446845
Morocco,MAR,2020,31800
Myanmar,MMR,2020,186000
Namibia,NAM,2020,10853
North Korea,PRK,2020,2000
North Macedonia,MKD,2020,5982
Pakistan,PAK,2020,13200
Panama,PAN,2020,205548
Papua New Guinea,PNG,2020,86988
Peru,PER,2020,2150000
Philippines,PHL,2020,60856
Poland,POL,2020,393000
Portugal,PRT,2020,32230
Romania,ROU,2020,9100
Russia,RUS,2020,810000
Saudi Arabia,SAU,2020,75400
Serbia,SRB,2020,52207
Slovakia,SVK,2020,20
South Africa,ZAF,2020,29068
South Korea,KOR,2020,0
Spain,ESP,2020,182678
Sweden,SWE,2020,100065
Tajikistan,TJK,2020,978
Tanzania,TZA,2020,59000
Turkey,TUR,2020,107000
United States,USA,2020,1200000
Uzbekistan,UZB,2020,142800
Vietnam,VNM,2020,30782
World,OWID_WRL,2020,20600000
Zambia,ZMB,2020,853000
Zimbabwe,ZWE,2020,7933
Albania,ALB,2021,5134
Argentina,ARG,2021,0
Armenia,ARM,2021,85912
Australia,AUS,2021,813000
Azerbaijan,AZE,2021,2649
Bolivia,BOL,2021,3310
Botswana,BWA,2021,11742
Brazil,BRA,2021,671684
Bulgaria,BGR,2021,66312
Canada,CAN,2021,550000
Chile,CHL,2021,5620000
China,CHN,2021,1910000
Colombia,COL,2021,8195
Cyprus,CYP,2021,0
Democratic Republic of Congo,COD,2021,1740000
Dominican Republic,DOM,2021,4774
Ecuador,ECU,2021,89200
Eritrea,ERI,2021,20224
Finland,FIN,2021,32017
Georgia,GEO,2021,8147
Germany,DEU,2021,0
India,IND,2021,27163
Indonesia,IDN,2021,731000
Iran,IRN,2021,316000
Japan,JPN,2021,0
Kazakhstan,KAZ,2021,510000
Kyrgyzstan,KGZ,2021,6600
Laos,LAO,2021,38349
Mauritania,MRT,2021,18845
Mexico,MEX,2021,734000
Mongolia,MNG,2021,464205
Morocco,MAR,2021,36500
Myanmar,MMR,2021,68000
Namibia,NAM,2021,3000
North Korea,PRK,2021,2000
North Macedonia,MKD,2021,6213
Pakistan,PAK,2021,18806
Panama,PAN,2021,331000
Papua New Guinea,PNG,2021,66958
Peru,PER,2021,2300000
Philippines,PHL,2021,51586
Poland,POL,2021,391000
Portugal,PRT,2021,38145
Romania,ROU,2021,9100
Russia,RUS,2021,940000
Saudi Arabia,SAU,2021,76350
Serbia,SRB,2021,121150
Slovakia,SVK,2021,76
South Africa,ZAF,2021,28307
South Korea,KOR,2021,0
Spain,ESP,2021,142381
Sweden,SWE,2021,88108
Tajikistan,TJK,2021,1845
Tanzania,TZA,2021,115000
Turkey,TUR,2021,108100
United States,USA,2021,1230000
Uzbekistan,UZB,2021,148500
Vietnam,VNM,2021,33930
World,OWID_WRL,2021,21200000
Zambia,ZMB,2021,842000
Zimbabwe,ZWE,2021,8650
Albania,ALB,2022,5899
Argentina,ARG,2022,0
Armenia,ARM,2022,66132
Australia,AUS,2022,819000
Azerbaijan,AZE,2022,2516
Bolivia,BOL,2022,3608
Botswana,BWA,2022,34201
Brazil,BRA,2022,297653
Bulgaria,BGR,2022,67000
Canada,CAN,2022,520000
Chile,CHL,2022,5330000
China,CHN,2022,1940000
Colombia,COL,2022,7800
Cyprus,CYP,2022,0
Democratic Republic of Congo,COD,2022,2350000
Dominican Republic,DOM,2022,5360
Ecuador,ECU,2022,120000
Eritrea,ERI,2022,17098
Finland,FIN,2022,27553
Georgia,GEO,2022,6364
Germany,DEU,2022,0
India,IND,2022,26005
Indonesia,IDN,2022,941000
Iran,IRN,2022,344200
Japan,JPN,2022,0
Kazakhstan,KAZ,2022,593000
Kyrgyzstan,KGZ,2022,7500
Laos,LAO,2022,43766
Mauritania,MRT,2022,13313
Mexico,MEX,2022,754000
Mongolia,MNG,2022,416430
Morocco,MAR,2022,28000
Myanmar,MMR,2022,0
Namibia,NAM,2022,2036
North Korea,PRK,2022,2000
North Macedonia,MKD,2022,7093
Pakistan,PAK,2022,16346
Panama,PAN,2022,350438
Papua New Guinea,PNG,2022,75800
Peru,PER,2022,2450000
Philippines,PHL,2022,59500
Poland,POL,2022,393000
Portugal,PRT,2022,32098
Romania,ROU,2022,11600
Russia,RUS,2022,936000
Saudi Arabia,SAU,2022,75000
Serbia,SRB,2022,203998
Slovakia,SVK,2022,30
South Africa,ZAF,2022,49194
South Korea,KOR,2022,0
Spain,ESP,2022,128796
Sweden,SWE,2022,88337
Tajikistan,TJK,2022,1206
Tanzania,TZA,2022,118000
Turkey,TUR,2022,115000
United States,USA,2022,1230000
Uzbekistan,UZB,2022,148500
Vietnam,VNM,2022,34709
World,OWID_WRL,2022,21900000
Zambia,ZMB,2022,797000
Zimbabwe,ZWE,2022,10168
Australia,AUS,2023,810000
Canada,CAN,2023,480000
Chile,CHL,2023,5000000
China,CHN,2023,1700000
Democratic Republic of Congo,COD,2023,2500000
Germany,DEU,2023,0
Indonesia,IDN,2023,840000
Japan,JPN,2023,0
Kazakhstan,KAZ,2023,600000
Mexico,MEX,2023,750000
Peru,PER,2023,2600000
Poland,POL,2023,400000
Russia,RUS,2023,910000
South Korea,KOR,2023,0
United States,USA,2023,1100000
World,OWID_WRL,2023,22000000
Zambia,ZMB,2023,760000
